in_anno	in_ydb	ydb_section	standard_status	mnemonic	summary	kind
false	true	MessageRecovery/errors.rst#INSROLECHANGE	ydb-extension	INSROLECHANGE	Supplementary Instance SSSS and non-Supplementary Instance IIII belong to the same Group	Error
false	true	MessageRecovery/errors.rst#INSTFRZDEFER	ydb-extension	INSTFRZDEFER	Instance Freeze initiated by eeee error on region rrrrr deferred due to critical resource conflict	Information
false	true	MessageRecovery/errors.rst#INSUFFSUBS	ydb-extension	INSUFFSUBS	Return subscript array for xxxx call too small - needs at least yyyy entries for this call	Run Time Error
false	true	MessageRecovery/errors.rst#INSUNKNOWN	ydb-extension	INSUNKNOWN	Supplementary Instance SSSS has no instance definition for non-Supplementary Instance IIII	Error
false	true	MessageRecovery/errors.rst#INTEGERRS	ydb-extension	INTEGERRS	Database integrity errors	Error
false	true	MessageRecovery/errors.rst#INVACCMETHOD	ydb-extension	INVACCMETHOD	Invalid access method	Error
false	true	MessageRecovery/errors.rst#INVADDRSPEC	ydb-extension	INVADDRSPEC	Invalid IP address specification	Run Time Error
false	true	MessageRecovery/errors.rst#INVALIDGBL	ydb-extension	INVALIDGBL	Search pattern is invalid in %GSEL	Error
false	true	MessageRecovery/errors.rst#INVALIDRIP	ydb-extension	INVALIDRIP	Invalid read-in-progress field in Cache Record. Resetting and continuing. Region: xxxx.	Run Time Error
false	true	MessageRecovery/errors.rst#INVBITLEN	ydb-extension	INVBITLEN	Invalid size of the bit string	Run Time Error
false	true	MessageRecovery/errors.rst#INVBITPOS	ydb-extension	INVBITPOS	Invalid position in the bit string	Run Time Error
false	true	MessageRecovery/errors.rst#INVBITSTR	ydb-extension	INVBITSTR	Invalid bit string	Run Time Error
false	true	MessageRecovery/errors.rst#INVCMD	ydb-extension	INVCMD	Invalid command keyword encountered	Warning
false	true	MessageRecovery/errors.rst#INVCTLMNE	ydb-extension	INVCTLMNE	Invalid control mnemonics	Run Time Error
false	true	MessageRecovery/errors.rst#INVDLRCVAL	ydb-extension	INVDLRCVAL	Invalid $CHAR() value xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#INVECODEVAL	ydb-extension	INVECODEVAL	Invalid value for $ECODE (xxxx)	Run Time Error
false	true	MessageRecovery/errors.rst#INVERRORLIM	ydb-extension	INVERRORLIM	Invalid ERROR_LIMIT qualifier value. Must be at least zero	Error
false	true	MessageRecovery/errors.rst#INVFCN	ydb-extension	INVFCN	Invalid function name	Compile Time Error
false	true	MessageRecovery/errors.rst#INVGBLDIR	ydb-extension	INVGBLDIR	Invalid Global Directory spec: xxxx. Continuing with yyyy	Information
false	true	MessageRecovery/errors.rst#INVGLOBALQUAL	ydb-extension	INVGLOBALQUAL	Error in GLOBAL qualifier : Parse error at offset xxxx in yyyy	Error
false	true	MessageRecovery/errors.rst#INVGVPATQUAL	ydb-extension	INVGVPATQUAL	Invalid Global Value Pattern file qualifier value. xxxx	Error
false	true	MessageRecovery/errors.rst#INVIDQUAL	ydb-extension	INVIDQUAL	Invalid ID qualifier value xxxx	Error
false	true	MessageRecovery/errors.rst#INVINTMSG	ydb-extension	INVINTMSG	Invalid interrupt message received.	Error
false	true	MessageRecovery/errors.rst#INVLINKTMPDIR	ydb-extension	INVLINKTMPDIR	Value for $ydb_linktmpdir/$gtm_linktmpdir is either not found or not a directory(dddd) - Reverting to default value	Run Time Error
false	true	MessageRecovery/errors.rst#INVLOCALE	ydb-extension	INVLOCALE	Attempt to reset locale to supplied value of $ydb_locale/$gtm_locale (xxxx) failed	Error
false	true	MessageRecovery/errors.rst#INVMAINLANG	ydb-extension	INVMAINLANG	Invalid main routine language id specified: xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#INVMEMRESRV	ydb-extension	INVMEMRESRV	Could not allocate YottaDB memory reserve (xxxx)	Warning
false	true	MessageRecovery/errors.rst#INVMNEMCSPC	ydb-extension	INVMNEMCSPC	Unsupported mnemonicspace xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#INVMVXSZ	ydb-extension	INVMVXSZ	Invalid block size for GOQ load format	Error
false	true	MessageRecovery/errors.rst#INVNAMECOUNT	ydb-extension	INVNAMECOUNT	Number of varnames (namecount parameter in a xxxx call) cannot be less than zero	Error
false	true	MessageRecovery/errors.rst#INVNETFILNM	ydb-extension	INVNETFILNM	Invalid file name following node designation in global directory	Error
false	true	MessageRecovery/errors.rst#INVOBJ	ydb-extension	INVOBJ	Cannot ZLINK object file due to unexpected format	Run Time Error
false	true	MessageRecovery/errors.rst#INVOBJFILE	ydb-extension	INVOBJFILE	Cannot ZLINK object file ffff due to unexpected format	Run Time Error
false	true	MessageRecovery/errors.rst#INVPORTSPEC	ydb-extension	INVPORTSPEC	Invalid port specification	Run Time Error
false	true	MessageRecovery/errors.rst#INVPROT	ydb-extension	INVPROT	Invalid protocol specified by remote partner	Error
false	true	MessageRecovery/errors.rst#INVQUALTIME	ydb-extension	INVQUALTIME	Invalid time qualifier value. Specify as xxxx=delta_or_absolute_time.	Error
false	true	MessageRecovery/errors.rst#INVREDIRQUAL	ydb-extension	INVREDIRQUAL	Invalid REDIRECT qualifier value. xxxx	Error
false	true	MessageRecovery/errors.rst#INVROLLBKLVL	ydb-extension	INVROLLBKLVL	Rollback level (xxxx) not less than current $TLEVEL(yyyy). Can't rollback.	Run Time Error
false	true	MessageRecovery/errors.rst#INVSEQNOQUAL	ydb-extension	INVSEQNOQUAL	Invalid SEQNO qualifier value xxxx	Error
false	true	MessageRecovery/errors.rst#INVSHUTDOWN	ydb-extension	INVSHUTDOWN	Shutdown timeout should be from 0 to 3600 seconds	Error
false	true	MessageRecovery/errors.rst#INVSPECREC	ydb-extension	INVSPECREC	pppp Invalid global modifier record	Error
false	true	MessageRecovery/errors.rst#INVSTACODE	ydb-extension	INVSTACODE	Invalid value for second parameter of $STACK (xxxx)	Run Time Error
false	true	MessageRecovery/errors.rst#INVSTATSDB	ydb-extension	INVSTATSDB	Database file SSSS associated with statistics database region RRRR is not a valid statistics database	Run Time Error
false	true	MessageRecovery/errors.rst#INVSTRLEN	ydb-extension	INVSTRLEN	Invalid string length xxxx: max yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#INVSVN	ydb-extension	INVSVN	Invalid special variable name	Compile Time Error
false	true	MessageRecovery/errors.rst#INVTMPDIR	ydb-extension	INVTMPDIR	Value or default for $ydb_tmp/$gtm_tmp is either not found or not a directory (dddd) - Reverting to default value	Error
false	true	MessageRecovery/errors.rst#INVTPTRANS	ydb-extension	INVTPTRANS	Invalid TP transaction - either invalid TP token or transaction not in progress	Error
false	true	MessageRecovery/errors.rst#INVTRCGRP	ydb-extension	INVTRCGRP	Invalid trace group specified in $ydb_trace_groups/$gtm_trace_groups: gggg	Run Time Error
false	true	MessageRecovery/errors.rst#INVTRNSQUAL	ydb-extension	INVTRNSQUAL	Invalid TRANSACTION qualifier. Specify only one of TRANSACTION=[NO]SET or TRANSACTION=[NO]KILL.	Error
false	true	MessageRecovery/errors.rst#INVVALUE	ydb-extension	INVVALUE	VVVV is invalid xxxx value for yyyy INVVALUE, VVVV is invalid HEX value for $ZCONVERT(). Range is 1 to 16 unsigned hexadecimal digits	Run Time Error
false	true	MessageRecovery/errors.rst#INVVARNAME	ydb-extension	INVVARNAME	Invalid local/global/ISV variable name xxxx supplied to API call	Run Time Error
false	true	MessageRecovery/errors.rst#INVYDBEXIT	ydb-extension	INVYDBEXIT	Inappropriate invocation of ydb_exit(). Calls to ydb_exit() cannot be made from external calls.	Run Time Error
false	true	MessageRecovery/errors.rst#INVZBREAK	ydb-extension	INVZBREAK	Cannot set ZBREAK in direct mode routine (GTM$DMOD)	Run Time Error
false	true	MessageRecovery/errors.rst#INVZCONVERT	ydb-extension	INVZCONVERT	Translation supported only between DEC/HEX OR between UTF-8/UTF-16/UTF-16LE/UTF-16BE	Run Time Error
false	true	MessageRecovery/errors.rst#INVZDIRFORM	ydb-extension	INVZDIRFORM	Invalid value (xxxx) specified for ZDIR_FORM	Run Time Error
false	true	MessageRecovery/errors.rst#INVZROENT	ydb-extension	INVZROENT	xxxx is neither a directory nor an object library(DLL)	Run Time Error
false	true	MessageRecovery/errors.rst#INVZSTEP	ydb-extension	INVZSTEP	Invalid ZSTEP qualifier	Run Time Error
false	true	MessageRecovery/errors.rst#IOEOF	ydb-extension	IOEOF	Attempt to read past an end-of-file	Error
false	true	MessageRecovery/errors.rst#IOERROR	ydb-extension	IOERROR	Error occured while doing aaaa in oooo operation -- called from module mmmm at line LLLL	Run Time Error
false	true	MessageRecovery/errors.rst#IONOTOPEN	ydb-extension	IONOTOPEN	Attempt to USE an I/O device which has not been opened	Run Time Error
false	true	MessageRecovery/errors.rst#IORUNDOWN	ydb-extension	IORUNDOWN	Error during image rundown	Run Time Error
false	true	MessageRecovery/errors.rst#IOWRITERR	ydb-extension	IOWRITERR	IO Write by pid xxxx to blk yyyy of database file zzzz failed. Pid aaaa retrying the IO.	Run Time Error
false	true	MessageRecovery/errors.rst#IPCNOTDEL	ydb-extension	IPCNOTDEL	xxxx : yyyy did not delete IPC resources for region zzzz	Information
false	true	MessageRecovery/errors.rst#ISOLATIONSTSCHN	ydb-extension	ISOLATIONSTSCHN	Error changing NOISOLATION status for global ^xxxx within a TP transaction from aaaa to bbbb	Run Time Error
false	true	MessageRecovery/errors.rst#ISSPANGBL	ydb-extension	ISSPANGBL	Operation cannot be performed on global ^gggg as it spans multiple regions in current global directory	Run Time Error
false	true	MessageRecovery/errors.rst#ISVSUBSCRIPTED	ydb-extension	ISVSUBSCRIPTED	ISV variable name xxxx specified with a non-zero subscript count of nnnn	Run Time Error
false	true	MessageRecovery/errors.rst#ISVUNSUPPORTED	ydb-extension	ISVUNSUPPORTED	ISV variable name xxxx not supported in yyyy call	Run Time Error
false	true	MessageRecovery/errors.rst#JANSSONDLERROR	ydb-extension	JANSSONDLERROR	Attempt to load Jansson JSON library failed: xxxx - in yyyy call	Run Time Error
false	true	MessageRecovery/errors.rst#JANSSONENCODEERROR	ydb-extension	JANSSONENCODEERROR	JSON encoding error: xxxx - in yyyy call	Run Time Error
false	true	MessageRecovery/errors.rst#JANSSONINVALIDJSON	ydb-extension	JANSSONINVALIDJSON	Invalid JSON: xxxx - in yyyy call	Run Time Error
false	true	MessageRecovery/errors.rst#JIUNHNDINT	ydb-extension	JIUNHNDINT	An error during $ZINTERRUPT processing was not handled: eeee	Run Time Error
false	true	MessageRecovery/errors.rst#JNI	ydb-extension	JNI	xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#JNLACCESS	ydb-extension	JNLACCESS	Error accessing journal file jjjj	Run Time Error
false	true	MessageRecovery/errors.rst#JNLACTINCMPLT	ydb-extension	JNLACTINCMPLT	Mupip journal action might be incomplete	Warning
false	true	MessageRecovery/errors.rst#JNLALIGNSZCHG	ydb-extension	JNLALIGNSZCHG	Journal ALIGNSIZE is rounded up to xxxx blocks (closest next higher power of two)	Information
false	true	MessageRecovery/errors.rst#JNLALIGNTOOSM	ydb-extension	JNLALIGNTOOSM	Alignsize xxxx (bytes) is too small for a block size of yyyy (bytes) for aaaa bbbb. Using alignsize of cccc (bytes) instead.	Warning
false	true	MessageRecovery/errors.rst#JNLALLOCGROW	ydb-extension	JNLALLOCGROW	Increased Journal ALLOCATION from [ssss blocks] to [aaaa blocks] to match AUTOSWITCHLIMIT for ffff nnnn	Information
false	true	MessageRecovery/errors.rst#JNLBADLABEL	ydb-extension	JNLBADLABEL	Journal file xxxx has a bad YottaDB Journal File Label. Expected yyyy. Found zzzz.	Error
false	true	MessageRecovery/errors.rst#JNLBADRECFMT	ydb-extension	JNLBADRECFMT	Journal File Record Format Error encountered for file jjjj at disk address yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#JNLBUFFDBUPD	ydb-extension	JNLBUFFDBUPD	Journal file buffer size for database file dddd has been adjusted from xxxx to yyyy.	Warning
false	true	MessageRecovery/errors.rst#JNLBUFFPHS2SALVAGE	ydb-extension	JNLBUFFPHS2SALVAGE	Salvaged journal records from process PPPP for database file DDDD at transaction number [NNNN] and journal-sequence-number/unique-token [JJJJ] with journal file starting offset OOOO and length LLLL	Information
false	true	MessageRecovery/errors.rst#JNLBUFFREGUPD	ydb-extension	JNLBUFFREGUPD	Journal file buffer size for region rrrr has been adjusted from xxxx to yyyy.	Warning
false	true	MessageRecovery/errors.rst#JNLBUFINFO	ydb-extension	JNLBUFINFO	Pid aaaa dsk bbbb free cccc bytcnt dddd io_in_prog eeee fsync_in_prog ffff dskaddr gggg freeaddr hhhh qiocnt iiii now_writer xxxx fsync_pid yyyy filesize zzzz cycle oooo errcnt pppp wrtsize qqqq fsync_dskaddr rrrr rsrv_free jjjj rsrv_freeaddr kkkk phase2_commit_index1 llll phase2_commit_index2 mmmm next_align_addr nnnn size ssss	Information
false	true	MessageRecovery/errors.rst#JNLCLOSE	ydb-extension	JNLCLOSE	Error closing journal file xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#JNLCLOSED	ydb-extension	JNLCLOSED	Journaling closed for database file dddd at transaction number xxx	Warning
false	true	MessageRecovery/errors.rst#JNLCNTRL	ydb-extension	JNLCNTRL	Journal control unsynchronized for ffff.	Run Time Error
false	true	MessageRecovery/errors.rst#JNLCREATE	ydb-extension	JNLCREATE	Journal file xxxx created for <database/region> yyyy with aaaa	Information
false	true	MessageRecovery/errors.rst#JNLCRESTATUS	ydb-extension	JNLCRESTATUS	xxxx at line aaaa for journal file yyyy, database file zzzz encountered error	Warning
false	true	MessageRecovery/errors.rst#JNLCYCLE	ydb-extension	JNLCYCLE	Journal file jjjj causes cycle in the journal file generations of database file dddd	Error
false	true	MessageRecovery/errors.rst#JNLDBSEQNOMATCH	ydb-extension	JNLDBSEQNOMATCH	Journal file ffff has beginning region sequence number [jjjj], but database dddd has region sequence number [ssss]	Error
false	true	MessageRecovery/errors.rst#JNLDBTNNOMATCH	ydb-extension	JNLDBTNNOMATCH	Journal file xxxx has zzzz transaction number aaaa, but database yyyy has current transaction number bbbb and journal end transaction number cccc	Error
false	true	MessageRecovery/errors.rst#JNLDISABLE	ydb-extension	JNLDISABLE	Specified journal option(s) cannot take effect as journaling is DISABLED on database file dddd	Warning
false	true	MessageRecovery/errors.rst#JNLENDIANBIG	ydb-extension	JNLENDIANBIG	Journal file jjjj is BIG endian on a LITTLE endian system	Error
false	true	MessageRecovery/errors.rst#JNLENDIANLITTLE	ydb-extension	JNLENDIANLITTLE	Journal file jjjj is LITTLE endian on a BIG endian system	Error
false	true	MessageRecovery/errors.rst#JNLEXTEND	ydb-extension	JNLEXTEND	Journal file extension error for file jjjj	Run Time Error
false	true	MessageRecovery/errors.rst#JNLEXTRCTSEQNO	ydb-extension	JNLEXTRCTSEQNO	Journal Extracts based on sequence numbers are restricted to a single region when replication is OFF	Error
false	true	MessageRecovery/errors.rst#JNLFILECLOSERR	ydb-extension	JNLFILECLOSERR	Error closing journal file xxxx	Error
false	true	MessageRecovery/errors.rst#JNLFILEDUP	ydb-extension	JNLFILEDUP	Journal files xxxx and yyyy are the same	Information
false	true	MessageRecovery/errors.rst#JNLFILEOPNERR	ydb-extension	JNLFILEOPNERR	Error opening journal file xxxx	Error
false	true	MessageRecovery/errors.rst#JNLFILEXTERR	ydb-extension	JNLFILEXTERR	Error during extension of journal file xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#JNLFILNOTCHG	ydb-extension	JNLFILNOTCHG	Journal file not changed	Error
false	true	MessageRecovery/errors.rst#JNLFILOPN	ydb-extension	JNLFILOPN	Error opening journal file jjjj for database file dddd	Run Time Error
false	true	MessageRecovery/errors.rst#JNLFILRDOPN	ydb-extension	JNLFILRDOPN	Error opening journal file xxxx for read for database file yyyy	Error
false	true	MessageRecovery/errors.rst#JNLFLUSH	ydb-extension	JNLFLUSH	Error flushing journal buffers to journal file xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#JNLFLUSHNOPROG	ydb-extension	JNLFLUSHNOPROG	No progress while attempting to flush journal file jjjj	Warning
false	true	MessageRecovery/errors.rst#JNLFNF	ydb-extension	JNLFNF	Journal file xxxx not found	Information
false	true	MessageRecovery/errors.rst#JNLFSYNCERR	ydb-extension	JNLFSYNCERR	Error synchronizing journal file xxxx to disk	Run Time Error
false	true	MessageRecovery/errors.rst#JNLFSYNCLSTCK	ydb-extension	JNLFSYNCLSTCK	Journaling fsync lock is stuck in journal file jjjj	Run Time Error
false	true	MessageRecovery/errors.rst#JNLINVALID	ydb-extension	JNLINVALID	jjjj is not a valid journal file for database file: rrrr	Run Time Error
false	true	MessageRecovery/errors.rst#JNLINVALLOC	ydb-extension	JNLINVALLOC	Journal file allocation xxxx is not within the valid range of yyyy to zzzz. Journal file not created.	Warning
false	true	MessageRecovery/errors.rst#JNLINVEXT	ydb-extension	JNLINVEXT	Journal file extension xxxx is greater than the maximum allowed size of yyyy. Journal file not created.	Warning
false	true	MessageRecovery/errors.rst#JNLINVSWITCHLMT	ydb-extension	JNLINVSWITCHLMT	Journal AUTOSWITCHLIMIT xxxx falls outside of allowed limits aaaa and bbbb	Error
false	true	MessageRecovery/errors.rst#JNLMINALIGN	ydb-extension	JNLMINALIGN	Journal Record Alignment xxxx is less than the minimum value of yyyy	Warning
false	true	MessageRecovery/errors.rst#JNLMOVED	ydb-extension	JNLMOVED	Journal file appears to have been moved. Journaling activity will not be done.	Run Time Error
false	true	MessageRecovery/errors.rst#JNLNEWREC	ydb-extension	JNLNEWREC	Target system cannot recognize journal record of type xxxx, last recognized type is yyyy	Error
false	true	MessageRecovery/errors.rst#JNLNMBKNOTPRCD	ydb-extension	JNLNMBKNOTPRCD	Journal file xxxx does not match the current journal file yyyy of database file zzzz	Error
false	true	MessageRecovery/errors.rst#JNLNOBIJBACK	ydb-extension	JNLNOBIJBACK	MUPIP JOURNAL BACKWARD cannot continue as journal file xxxx does not have before image journaling	Error
false	true	MessageRecovery/errors.rst#JNLNOCREATE	ydb-extension	JNLNOCREATE	Journal file jjjj not created	Run Time Error
